SNR,OSR,Power,category
83.0290834987452,128,0.0008314581928361,2orSCSDM
86.3982592979571,128,0.0015594324630339,2orSCSDM
80.6928399912426,128,0.0030523672865107,2orSCSDM
76.8560071693712,128,0.0012906890441148,2orSCSDM
78.0685168265991,128,0.0007389628159075,2orSCSDM
58.9704645904496,512,0.0074236214887267,2orSCSDM
83.9919237054468,128,0.0191387814244246,2orSCSDM
84.8977397856285,256,0.010792097403823,2orSCSDM
78.0592218803403,128,0.0008331504571084,2orSCSDM
50.9734945069696,256,0.0265754264057385,2orSCSDM
86.4929602163045,512,0.0058040154627072,2orSCSDM
50.737040079774,256,0.004520913782775,2orSCSDM
51.3012296495329,512,0.0005594774254201,2orSCSDM
101.71789759074,256,0.0020780863173049,2orSCSDM
86.0622300951133,128,0.0077717626568787,2orSCSDM
59.7303616759695,512,0.0102165681519836,2orSCSDM
57.8651900377745,512,0.0018359893332713,2orSCSDM
81.9079219154101,128,0.0191385293696384,2orSCSDM
50.9874422632804,256,0.0057001270165193,2orSCSDM
59.0342380634432,256,0.0007862814681932,2orSCSDM
55.6482017582861,128,0.0003765692838649,2orSCSDM
64.7143654681222,256,0.0011743148870473,2orSCSDM
50.2127571556363,256,0.0270574801970572,2orSCSDM
79.0116292062862,128,0.0009470988840569,2orSCSDM
81.0813002909744,128,0.0098221391199459,2orSCSDM
106.426786704178,512,0.0129305608557849,2orSCSDM
51.5153415629454,256,0.0008400083352652,2orSCSDM
55.0236815432061,512,0.0209967708298902,2orSCSDM
79.1747551491573,128,0.0024263483320435,2orSCSDM
85.6655107335739,128,0.002816416992816,2orSCSDM
108.85132016255,512,0.0133781956322851,2orSCSDM
103.61402521844,256,0.0062607798666681,2orSCSDM
85.2122170904926,128,0.0077962760166601,2orSCSDM
61.2024170139976,256,0.0010516042586448,2orSCSDM
96.5785637090872,256,0.0017281705503344,2orSCSDM
50.4013106202879,256,0.0053648080877801,2orSCSDM
78.7973907007498,128,0.0057136215602358,2orSCSDM
60.6152047340998,512,0.0007159608573267,2orSCSDM
85.2178623795086,128,0.0041405492924016,2orSCSDM
58.6602769244034,512,0.0133047087870009,2orSCSDM
59.0932830464786,512,0.0023505926215299,2orSCSDM
78.2261328743155,128,0.0007958069692262,2orSCSDM
69.3862172650374,512,0.0080780729183225,2orSCSDM
60.1263516504,512,0.006747889761456,2orSCSDM
112.778636090997,512,0.0120786651124185,2orSCSDM
54.3754183310963,512,0.0050709858684003,2orSCSDM
51.4011637717619,512,0.0008202347859302,2orSCSDM
77.2101639838958,128,0.0013964293945657,2orSCSDM
110.710794042867,512,0.0022756306658428,2orSCSDM
56.9253727936702,512,0.0009944628932899,2orSCSDM
53.6857315992505,512,0.0006091192555654,2orSCSDM
59.777647229292,512,0.0264776084983756,2orSCSDM
59.4317350579717,512,0.0109536275428441,2orSCSDM
60.4459769249762,512,0.0089500480693449,2orSCSDM
81.30919721897,128,0.0043696304314502,2orSCSDM
112.37425452297,512,0.0032555229554547,2orSCSDM
58.0224588066546,512,0.0151909725815891,2orSCSDM
85.2721535960361,128,0.0031871322101542,2orSCSDM
85.2150480068001,128,0.0093735983189891,2orSCSDM
91.2284492799764,512,0.0139599471858883,2orSCSDM
80.0849580941609,128,0.0004704486540915,2orSCSDM
98.6327762370185,256,0.0058213522796601,2orSCSDM
87.8437478349464,512,0.0049743847701488,2orSCSDM
68.9366543536836,128,0.0036669502441593,2orSCSDM
72.0656027032336,128,0.0007428716883952,2orSCSDM
83.6138648358382,512,0.0017641070813068,2orSCSDM
56.9305822856575,512,0.0009325641358537,2orSCSDM
96.4530268707395,512,0.0037701202197452,2orSCSDM
59.5301014450956,128,0.0146637034556969,2orSCSDM
103.7975863435,256,0.0112940003030371,2orSCSDM
94.1623684774889,256,0.0020373286754713,2orSCSDM
82.9823161130908,128,0.0145263800485875,2orSCSDM
112.087326352818,512,0.011584613026615,2orSCSDM
61.7441930119745,512,0.0294651708742127,2orSCSDM
84.6490021272172,128,0.0022166197575299,2orSCSDM
84.5244028117304,128,0.0034283478266716,2orSCSDM
74.0362101074631,128,0.0247114489349955,2orSCSDM
58.6073503573658,512,0.0019023137320016,2orSCSDM
63.3840805956232,128,0.001814355656184,2orSCSDM
54.7230754213533,128,0.0003808676193209,2orSCSDM
84.5197826365653,128,0.005367838166775,2orSCSDM
50.9400955647018,256,0.0010181059737913,2orSCSDM
85.4093736444481,128,0.0021151092721462,2orSCSDM
93.1218938980434,256,0.0318848524748822,2orSCSDM
50.4707525690019,256,0.0005049949806492,2orSCSDM
94.6920698612828,256,0.0015952053730208,2orSCSDM
99.9988529643605,256,0.0018500465739804,2orSCSDM
91.008010505157,256,0.0014959907268425,2orSCSDM
79.4057737175728,128,0.0232016679910761,2orSCSDM
53.9049600160189,512,0.0211338376247446,2orSCSDM
57.4003731842519,512,0.0040540751413568,2orSCSDM
50.4487642839026,256,0.0029059963134835,2orSCSDM
74.2300064611716,128,0.0017796368934828,2orSCSDM
60.7865837216132,512,0.0007218955539238,2orSCSDM
84.3701413614082,128,0.002198647095391,2orSCSDM
103.344840030139,256,0.0274664692588777,2orSCSDM
55.3910633317643,512,0.0176195179584819,2orSCSDM
91.3078972595505,256,0.0272184955945667,2orSCSDM
103.941866087019,512,0.0134605484180777,2orSCSDM
81.7496298153848,128,0.0019391791723241,2orSCSDM
60.9764317966017,512,0.0007170507408345,2orSCSDM
54.6211849939171,512,0.0112888593800432,2orSCSDM
51.7122901714436,256,0.0015523247782995,2orSCSDM
55.355092514017,512,0.0197147546333344,2orSCSDM
84.5909260235863,128,0.0283375590624406,2orSCSDM
82.2505749421049,128,0.0008089184385843,2orSCSDM
51.6436505579573,256,0.0117944851337008,2orSCSDM
84.8135547564394,128,0.0059686418894377,2orSCSDM
50.8094583442241,256,0.0091525462074323,2orSCSDM
77.1864572543208,128,0.0009163193039372,2orSCSDM
93.07398210179,512,0.006762381545374,2orSCSDM
66.067175023059,256,0.0007642125505052,2orSCSDM
83.2231262396887,128,0.0011269701695209,2orSCSDM
50.6144155546368,256,0.0136150194474681,2orSCSDM
65.7130099946113,128,0.0041156405280566,2orSCSDM
85.0307474659571,128,0.022849857513391,2orSCSDM
99.6855618597507,256,0.0070658237010592,2orSCSDM
51.6950916867245,512,0.0015901344042089,2orSCSDM
111.107122747167,512,0.0042595153141216,2orSCSDM
79.8293127201652,128,0.000939662690966,2orSCSDM
87.8583301999365,256,0.0019517127597296,2orSCSDM
58.1834219124191,128,0.0010592483216796,2orSCSDM
68.443723717592,256,0.0040540162346118,2orSCSDM
103.459830760256,256,0.0195917396740022,2orSCSDM
54.1212707233824,128,0.0007816148708057,2orSCSDM
61.1268340136666,512,0.003216448390672,2orSCSDM
87.8806415235618,512,0.0153680780874214,2orSCSDM
80.8768137501858,128,0.0116871366648384,2orSCSDM
71.9821876701779,128,0.0097991490539187,2orSCSDM
62.5565834614795,512,0.0039601879609616,2orSCSDM
69.5174227739519,128,0.0050863291710438,2orSCSDM
76.95474059573,128,0.0027778868966233,2orSCSDM
60.5943552087902,512,0.0013883499906147,2orSCSDM
60.3557189276048,512,0.0250991549144553,2orSCSDM
83.7375694034359,128,0.0015149021551072,2orSCSDM
77.0670420755829,128,0.0019068350962099,2orSCSDM
83.4288766019564,256,0.0046186735011334,2orSCSDM
54.9238658623961,256,0.0009586688718976,2orSCSDM
82.6063558805155,128,0.001111443342607,2orSCSDM
59.0846553091661,512,0.0009797478792736,2orSCSDM
53.8652848472431,512,0.0095221152640806,2orSCSDM
81.3896679136018,128,0.0013746927666521,2orSCSDM
50.6058651068903,256,0.0014661742583609,2orSCSDM
86.3774297988163,128,0.0046759460473264,2orSCSDM
83.0661907621234,128,0.004795853105871,2orSCSDM
106.838710059621,512,0.0073601705044467,2orSCSDM
59.8761236076276,512,0.0037929198649168,2orSCSDM
83.9452226529894,128,0.0048671325318771,2orSCSDM
87.6196351436482,256,0.0242093549091024,2orSCSDM
84.2038930820725,128,0.0010665440199705,2orSCSDM
50.1653003089128,256,0.0239900236964748,2orSCSDM
100.765857643817,256,0.004518430153624,2orSCSDM
72.4058240883631,256,0.0011287235207315,2orSCSDM
63.9314471693905,128,0.0010734794684892,2orSCSDM
98.5306884231077,256,0.0014835576628355,2orSCSDM
82.2637754086408,128,0.0017695714057033,2orSCSDM
104.359509108038,256,0.0085870734783353,2orSCSDM
64.5074896681284,256,0.0009469263224176,2orSCSDM
52.0505708252023,256,0.0229983807089008,2orSCSDM
75.8319602093554,256,0.001568551170512,2orSCSDM
57.1203304163731,256,0.0007139598823596,2orSCSDM
79.0546048683145,128,0.0029297275500528,2orSCSDM
85.8827819334484,128,0.0019775116985283,2orSCSDM
50.0243350754175,256,0.0069589165137318,2orSCSDM
57.5039529118533,512,0.0090973870933817,2orSCSDM
62.1851322803967,512,0.012289971466335,2orSCSDM
102.117578021708,256,0.01024267942376,2orSCSDM
61.4751712529674,512,0.0008321539408854,2orSCSDM
56.770767381304,512,0.0150449884959171,2orSCSDM
58.4177202251784,512,0.0034738532447872,2orSCSDM
50.3495981758816,512,0.0014363735228953,2orSCSDM
73.6206738349558,128,0.0061164392920579,2orSCSDM
83.1882442345143,128,0.0020982933384524,2orSCSDM
55.0317024673552,512,0.0007476118840358,2orSCSDM
69.3295741631841,512,0.0212576805448438,2orSCSDM
113.028932160534,512,0.0181741035310476,2orSCSDM
68.6094767226287,256,0.001735899171959,2orSCSDM
62.2565421690497,128,0.0006339947759536,2orSCSDM
52.3725242460629,256,0.0004970329597148,2orSCSDM
91.6469141550927,512,0.0074180363061897,2orSCSDM
99.3275283378328,256,0.0126162037849984,2orSCSDM
110.470023183483,512,0.0147197301437651,2orSCSDM
50.0934649880719,256,0.0240254434607376,2orSCSDM
69.1115925463989,128,0.0006907976424185,2orSCSDM
86.2389594003391,128,0.0110966661433116,2orSCSDM
81.1705373996685,512,0.0054789876808336,2orSCSDM
102.959722080041,256,0.0025685718665552,2orSCSDM
83.824678885245,128,0.011397346684343,2orSCSDM
50.7582131824785,512,0.0131136590672153,2orSCSDM
77.8536208078756,128,0.009189366400086,2orSCSDM
52.2604700269118,512,0.0006646509739664,2orSCSDM
101.045427888588,256,0.0271713131206972,2orSCSDM
56.2092344867806,512,0.0270416322811612,2orSCSDM
60.9123769822137,128,0.0005597082916563,2orSCSDM
84.1702364605535,128,0.0024788126801424,2orSCSDM
81.41524800827,128,0.0009824274050425,2orSCSDM
80.0034747224454,512,0.0017321678396729,2orSCSDM
84.101723758519,128,0.0299168903001705,2orSCSDM
50.9148023716967,256,0.0034895791555401,2orSCSDM
